2.010876210399796491e+03,1.028044292740419223e+02,4.785539104003190403e+01,5.037244472026250719e+01
1.990821934133312880e+03,2.079443379345943868e+02,5.520985985899290682e+01,5.922043053767546894e+01
1.995173692074864221e+03,7.333088707240835902e+01,6.598197597127202130e+01,3.359875216727425951e+00
1.996001182039281730e+03,1.296884135292593214e+02,1.723751357923932304e+01,3.378729926901556269e+01
1.993223170643339699e+03,2.842934152444697133e+02,4.046765159352262486e+01,6.253044936775053486e+01
2.001950219325863827e+03,1.321232986269076264e+02,2.071282147876076607e+01,3.506468696824842368e+01
2.011424854744646154e+03,2.118488417469293381e+02,3.726620327303596980e+01,8.605131035694327579e+00
2.013025631213963379e+03,7.000620519569545763e+01,6.589049057226633010e+01,5.303021536990389251e+01
1.988190042150822592e+03,8.927090832427894895e+01,4.293982908353162031e+01,5.531211495976442905e+01
2.012005906118328767e+03,1.009801792553633959e+02,3.209616191599032220e+01,7.521622694639984275e+01
2.007667544935277419e+03,2.158847102055062805e+02,4.485468254051205150e+01,6.616621579049369473e+01
2.007460013298465356e+03,1.766444366384837963e+02,4.941509485875256757e+01,1.643796547650732620e+01
1.987384308185170767e+03,2.705398296529720028e+02,1.846626212741322348e+01,6.028743161782233528e+01
2.005664784547205272e+03,1.031668338629171444e+02,5.943838347496339480e+01,8.941973492697851356e+00
1.988898243644626973e+03,2.510229805832278203e+02,6.245046705778022300e+01,6.379792069891288264e+01
2.013286070472068559e+03,1.010514617012290159e+02,1.861246143072485637e+01,1.526240489668679778e+01
1.991846959900875163e+03,2.375223412310343747e+02,3.187464867864244411e+01,6.293859067258167528e+01
1.987146643233483701e+03,7.526042804904919592e+01,3.342930885727712109e+01,1.807976028196296525e+01
1.992975605988880716e+03,2.093503562276438856e+02,4.800583775622406790e+01,7.984423852449700121e+01
2.010177885346639641e+03,9.089199943235669821e+01,4.466370414542225831e+01,7.643863511996713989e+00
1.995494080184383620e+03,2.095547529856852123e+02,3.759954035571742281e+01,2.720629917782229512e+01
1.997938516980703753e+03,1.298679520310136581e+02,4.940193922226849566e+01,3.911651915091741216e+01
1.990564186365137630e+03,7.979460922886673302e+01,3.642396364138539866e+01,4.352565487668847766e+01
1.996006649314053675e+03,9.817765851444504221e+01,1.889400280722018977e+01,5.279592221376123717e+01
2.005243081827487003e+03,1.571278693440204961e+02,5.156740273132137986e+01,5.920640377406100896e+01
1.988266051890587960e+03,2.218237593678753115e+02,5.694199022873829819e+01,4.864080998922308652e+01
2.000582289379494568e+03,2.822530328110046867e+02,6.538636691009523361e+01,7.643077583825335353e+01
1.988731598580810896e+03,6.340282586225632855e+01,2.625092803945163666e+01,3.132372824745985795e+01
1.991119582591551534e+03,8.095979290749528445e+01,3.358821442114108891e+01,5.311511956047803018e+00
